area,perimeter,compactness
-247.2033333,-78.91666667,-4.87155
-247.6533333,-79.07666667,-4.8815
-248.1033333,-79.23666667,-4.89145
-248.5533333,-79.39666667,-4.9014
-249.0033333,-79.55666667,-4.91135
-249.4533333,-79.71666667,-4.9213
-249.9033333,-79.87666667,-4.93125
-250.3533333,-80.03666667,-4.9412
-250.8033333,-80.19666667,-4.95115
-251.2533333,-80.35666667,-4.9611
-251.7033333,-80.51666667,-4.97105
-252.1533333,-80.67666667,-4.981
-252.6033333,-80.83666667,-4.99095
-253.0533333,-80.99666667,-5.0009
-253.5033333,-81.15666667,-5.01085
-253.9533333,-81.31666667,-5.0208
-254.4033333,-81.47666667,-5.03075
-254.8533333,-81.63666667,-5.0407
-255.3033333,-81.79666667,-5.05065
-255.7533333,-81.95666667,-5.0606
-256.2033333,-82.11666667,-5.07055
-256.6533333,-82.27666667,-5.0805
-257.1033333,-82.43666667,-5.09045
-257.5533333,-82.59666667,-5.1004
-258.0033333,-82.75666667,-5.11035
-258.4533333,-82.91666667,-5.1203
-258.9033333,-83.07666667,-5.13025
-259.3533333,-83.23666667,-5.1402
-259.8033333,-83.39666667,-5.15015
-260.2533333,-83.55666667,-5.1601
-260.7033333,-83.71666667,-5.17005
-261.1533333,-83.87666667,-5.18
-261.6033333,-84.03666667,-5.18995
-262.0533333,-84.19666667,-5.1999
-262.5033333,-84.35666667,-5.20985
-262.9533333,-84.51666667,-5.2198
-263.4033333,-84.67666667,-5.22975
-263.8533333,-84.83666667,-5.2397
-264.3033333,-84.99666667,-5.24965
-264.7533333,-85.15666667,-5.2596
-265.2033333,-85.31666667,-5.26955
-265.6533333,-85.47666667,-5.2795
-266.1033333,-85.63666667,-5.28945
-266.5533333,-85.79666667,-5.2994
-267.0033333,-85.95666667,-5.30935
-267.4533333,-86.11666667,-5.3193
-267.9033333,-86.27666667,-5.32925
-268.3533333,-86.43666667,-5.3392
-268.8033333,-86.59666667,-5.34915
-269.2533333,-86.75666667,-5.3591
-269.7033333,-86.91666667,-5.36905
-270.1533333,-87.07666667,-5.379
-270.6033333,-87.23666667,-5.38895
-271.0533333,-87.39666667,-5.3989
-271.5033333,-87.55666667,-5.40885
-271.9533333,-87.71666667,-5.4188
-272.4033333,-87.87666667,-5.42875
-272.8533333,-88.03666667,-5.4387
-273.3033333,-88.19666667,-5.44865
-273.7533333,-88.35666667,-5.4586
-274.2033333,-88.51666667,-5.46855
-274.6533333,-88.67666667,-5.4785
-275.1033333,-88.83666667,-5.48845
-275.5533333,-88.99666667,-5.4984
-276.0033333,-89.15666667,-5.50835
-276.4533333,-89.31666667,-5.5183
-276.9033333,-89.47666667,-5.52825
-277.3533333,-89.63666667,-5.5382
-277.8033333,-89.79666667,-5.54815
-278.2533333,-89.95666667,-5.5581
-278.7033333,-90.11666667,-5.56805
-279.1533333,-90.27666667,-5.578
-279.6033333,-90.43666667,-5.58795
-280.0533333,-90.59666667,-5.5979
-280.5033333,-90.75666667,-5.60785
-280.9533333,-90.91666667,-5.6178
-281.4033333,-91.07666667,-5.62775
-281.8533333,-91.23666667,-5.6377
-282.3033333,-91.39666667,-5.64765
-282.7533333,-91.55666667,-5.6576
-283.2033333,-91.71666667,-5.66755
-283.6533333,-91.87666667,-5.6775
-284.1033333,-92.03666667,-5.68745
-284.5533333,-92.19666667,-5.6974
-285.0033333,-92.35666667,-5.70735
-285.4533333,-92.51666667,-5.7173
-285.9033333,-92.67666667,-5.72725
-286.3533333,-92.83666667,-5.7372
-286.8033333,-92.99666667,-5.74715
-287.2533333,-93.15666667,-5.7571
-287.7033333,-93.31666667,-5.76705
-288.1533333,-93.47666667,-5.777
-288.6033333,-93.63666667,-5.78695
-289.0533333,-93.79666667,-5.7969
-289.5033333,-93.95666667,-5.80685
-289.9533333,-94.11666667,-5.8168
-290.4033333,-94.27666667,-5.82675
-290.8533333,-94.43666667,-5.8367
-291.3033333,-94.59666667,-5.84665
-291.7533333,-94.75666667,-5.8566
-292.2033333,-94.91666667,-5.86655
-292.6533333,-95.07666667,-5.8765
-293.1033333,-95.23666667,-5.88645
-293.5533333,-95.39666667,-5.8964
-294.0033333,-95.55666667,-5.90635
-294.4533333,-95.71666667,-5.9163
-294.9033333,-95.87666667,-5.92625
-295.3533333,-96.03666667,-5.9362
-295.8033333,-96.19666667,-5.94615
-296.2533333,-96.35666667,-5.9561
-296.7033333,-96.51666667,-5.96605
-297.1533333,-96.67666667,-5.976
-297.6033333,-96.83666667,-5.98595
-298.0533333,-96.99666667,-5.9959
-298.5033333,-97.15666667,-6.00585
-298.9533333,-97.31666667,-6.0158
-299.4033333,-97.47666667,-6.02575
-299.8533333,-97.63666667,-6.0357
-300.3033333,-97.79666667,-6.04565
-300.7533333,-97.95666667,-6.0556
-301.2033333,-98.11666667,-6.06555
-301.6533333,-98.27666667,-6.0755
-302.1033333,-98.43666667,-6.08545
-302.5533333,-98.59666667,-6.0954
-303.0033333,-98.75666667,-6.10535
-303.4533333,-98.91666667,-6.1153
-303.9033333,-99.07666667,-6.12525
-304.3533333,-99.23666667,-6.1352
-304.8033333,-99.39666667,-6.14515
-305.2533333,-99.55666667,-6.1551
-305.7033333,-99.71666667,-6.16505
-306.1533333,-99.87666667,-6.175
-306.6033333,-100.0366667,-6.18495
-307.0533333,-100.1966667,-6.1949
-307.5033333,-100.3566667,-6.20485
-307.9533333,-100.5166667,-6.2148
-308.4033333,-100.6766667,-6.22475
-308.8533333,-100.8366667,-6.2347
-309.3033333,-100.9966667,-6.24465
-309.7533333,-101.1566667,-6.2546
-310.2033333,-101.3166667,-6.26455
-310.6533333,-101.4766667,-6.2745
-311.1033333,-101.6366667,-6.28445
-311.5533333,-101.7966667,-6.2944
-312.0033333,-101.9566667,-6.30435
-312.4533333,-102.1166667,-6.3143
-312.9033333,-102.2766667,-6.32425
-313.3533333,-102.4366667,-6.3342
-313.8033333,-102.5966667,-6.34415
-314.2533333,-102.7566667,-6.3541
-314.7033333,-102.9166667,-6.36405
-315.1533333,-103.0766667,-6.374
-315.6033333,-103.2366667,-6.38395
-316.0533333,-103.3966667,-6.3939
-316.5033333,-103.5566667,-6.40385
-316.9533333,-103.7166667,-6.4138
-317.4033333,-103.8766667,-6.42375
-317.8533333,-104.0366667,-6.4337
-318.3033333,-104.1966667,-6.44365
-318.7533333,-104.3566667,-6.4536
-319.2033333,-104.5166667,-6.46355
-319.6533333,-104.6766667,-6.4735
-320.1033333,-104.8366667,-6.48345
-320.5533333,-104.9966667,-6.4934
-321.0033333,-105.1566667,-6.50335
-321.4533333,-105.3166667,-6.5133
-321.9033333,-105.4766667,-6.52325
-322.3533333,-105.6366667,-6.5332
-322.8033333,-105.7966667,-6.54315
-323.2533333,-105.9566667,-6.5531
-323.7033333,-106.1166667,-6.56305
-324.1533333,-106.2766667,-6.573
-324.6033333,-106.4366667,-6.58295
-325.0533333,-106.5966667,-6.5929
-325.5033333,-106.7566667,-6.60285
-325.9533333,-106.9166667,-6.6128
-326.4033333,-107.0766667,-6.62275
-326.8533333,-107.2366667,-6.6327
-327.3033333,-107.3966667,-6.64265
-327.7533333,-107.5566667,-6.6526
-328.2033333,-107.7166667,-6.66255
-328.6533333,-107.8766667,-6.6725
-329.1033333,-108.0366667,-6.68245
-329.5533333,-108.1966667,-6.6924
-330.0033333,-108.3566667,-6.70235
-330.4533333,-108.5166667,-6.7123
-330.9033333,-108.6766667,-6.72225
-331.3533333,-108.8366667,-6.7322
-331.8033333,-108.9966667,-6.74215
-332.2533333,-109.1566667,-6.7521
-332.7033333,-109.3166667,-6.76205
-333.1533333,-109.4766667,-6.772
-333.6033333,-109.6366667,-6.78195
-334.0533333,-109.7966667,-6.7919
-334.5033333,-109.9566667,-6.80185
-334.9533333,-110.1166667,-6.8118
-335.4033333,-110.2766667,-6.82175
-335.8533333,-110.4366667,-6.8317
-336.3033333,-110.5966667,-6.84165
-336.7533333,-110.7566667,-6.8516
-337.2033333,-110.9166667,-6.86155
-337.6533333,-111.0766667,-6.8715
-338.1033333,-111.2366667,-6.88145
-338.5533333,-111.3966667,-6.8914
-339.0033333,-111.5566667,-6.90135
-339.4533333,-111.7166667,-6.9113
-339.9033333,-111.8766667,-6.92125
-340.3533333,-112.0366667,-6.9312
-340.8033333,-112.1966667,-6.94115
-341.2533333,-112.3566667,-6.9511
-341.7033333,-112.5166667,-6.96105
-342.1533333,-112.6766667,-6.971
-342.6033333,-112.8366667,-6.98095
-343.0533333,-112.9966667,-6.9909
-343.5033333,-113.1566667,-7.00085
-343.9533333,-113.3166667,-7.0108
-344.4033333,-113.4766667,-7.02075
-344.8533333,-113.6366667,-7.0307
-345.3033333,-113.7966667,-7.04065
-345.7533333,-113.9566667,-7.0506
-346.2033333,-114.1166667,-7.06055
-346.6533333,-114.2766667,-7.0705
-347.1033333,-114.4366667,-7.08045
-347.5533333,-114.5966667,-7.0904
-348.0033333,-114.7566667,-7.10035
-348.4533333,-114.9166667,-7.1103
-348.9033333,-115.0766667,-7.12025
-349.3533333,-115.2366667,-7.1302
-349.8033333,-115.3966667,-7.14015
-350.2533333,-115.5566667,-7.1501
-350.7033333,-115.7166667,-7.16005
-351.1533333,-115.8766667,-7.17
-351.6033333,-116.0366667,-7.17995
-352.0533333,-116.1966667,-7.1899
-352.5033333,-116.3566667,-7.19985
-352.9533333,-116.5166667,-7.2098
-353.4033333,-116.6766667,-7.21975
-353.8533333,-116.8366667,-7.2297
-354.3033333,-116.9966667,-7.23965
-354.7533333,-117.1566667,-7.2496
-355.2033333,-117.3166667,-7.25955
-355.6533333,-117.4766667,-7.2695
-356.1033333,-117.6366667,-7.27945
-356.5533333,-117.7966667,-7.2894
-357.0033333,-117.9566667,-7.29935
-357.4533333,-118.1166667,-7.3093
-357.9033333,-118.2766667,-7.31925
-358.3533333,-118.4366667,-7.3292
-358.8033333,-118.5966667,-7.33915
-359.2533333,-118.7566667,-7.3491
-359.7033333,-118.9166667,-7.35905
-360.1533333,-119.0766667,-7.369
-360.6033333,-119.2366667,-7.37895
-361.0533333,-119.3966667,-7.3889
-361.5033333,-119.5566667,-7.39885
-361.9533333,-119.7166667,-7.4088
-362.4033333,-119.8766667,-7.41875
-362.8533333,-120.0366667,-7.4287
-363.3033333,-120.1966667,-7.43865
-363.7533333,-120.3566667,-7.4486
-364.2033333,-120.5166667,-7.45855
-364.6533333,-120.6766667,-7.4685
-365.1033333,-120.8366667,-7.47845
-365.5533333,-120.9966667,-7.4884
-366.0033333,-121.1566667,-7.49835
-366.4533333,-121.3166667,-7.5083
-366.9033333,-121.4766667,-7.51825
-367.3533333,-121.6366667,-7.5282
-367.8033333,-121.7966667,-7.53815
-368.2533333,-121.9566667,-7.5481
-368.7033333,-122.1166667,-7.55805
-369.1533333,-122.2766667,-7.568
-369.6033333,-122.4366667,-7.57795
-370.0533333,-122.5966667,-7.5879
-370.5033333,-122.7566667,-7.59785
-370.9533333,-122.9166667,-7.6078
-371.4033333,-123.0766667,-7.61775
-371.8533333,-123.2366667,-7.6277
-372.3033333,-123.3966667,-7.63765
-372.7533333,-123.5566667,-7.6476
-373.2033333,-123.7166667,-7.65755
-373.6533333,-123.8766667,-7.6675
-374.1033333,-124.0366667,-7.67745
-374.5533333,-124.1966667,-7.6874
-375.0033333,-124.3566667,-7.69735
-375.4533333,-124.5166667,-7.7073
-375.9033333,-124.6766667,-7.71725
-376.3533333,-124.8366667,-7.7272
-376.8033333,-124.9966667,-7.73715
-377.2533333,-125.1566667,-7.7471
-377.7033333,-125.3166667,-7.75705
-378.1533333,-125.4766667,-7.767
-378.6033333,-125.6366667,-7.77695
-379.0533333,-125.7966667,-7.7869
-379.5033333,-125.9566667,-7.79685
-379.9533333,-126.1166667,-7.8068
-380.4033333,-126.2766667,-7.81675
-380.8533333,-126.4366667,-7.8267
-381.3033333,-126.5966667,-7.83665
-381.7533333,-126.7566667,-7.8466
-382.2033333,-126.9166667,-7.85655
-382.6533333,-127.0766667,-7.8665
-383.1033333,-127.2366667,-7.87645
-383.5533333,-127.3966667,-7.8864
-384.0033333,-127.5566667,-7.89635
-384.4533333,-127.7166667,-7.9063
-384.9033333,-127.8766667,-7.91625
-385.3533333,-128.0366667,-7.9262
-385.8033333,-128.1966667,-7.93615
-386.2533333,-128.3566667,-7.9461
-386.7033333,-128.5166667,-7.95605
-387.1533333,-128.6766667,-7.966
-387.6033333,-128.8366667,-7.97595
-388.0533333,-128.9966667,-7.9859
-388.5033333,-129.1566667,-7.99585
-388.9533333,-129.3166667,-8.0058
-389.4033333,-129.4766667,-8.01575
-389.8533333,-129.6366667,-8.0257
-390.3033333,-129.7966667,-8.03565
-390.7533333,-129.9566667,-8.0456
-391.2033333,-130.1166667,-8.05555
-391.6533333,-130.2766667,-8.0655
-392.1033333,-130.4366667,-8.07545
-392.5533333,-130.5966667,-8.0854
-393.0033333,-130.7566667,-8.09535
-393.4533333,-130.9166667,-8.1053
-393.9033333,-131.0766667,-8.11525
-394.3533333,-131.2366667,-8.1252
-394.8033333,-131.3966667,-8.13515
-395.2533333,-131.5566667,-8.1451
-395.7033333,-131.7166667,-8.15505
-396.1533333,-131.8766667,-8.165
-396.6033333,-132.0366667,-8.17495
-397.0533333,-132.1966667,-8.1849
-397.5033333,-132.3566667,-8.19485
-397.9533333,-132.5166667,-8.2048
-398.4033333,-132.6766667,-8.21475
-398.8533333,-132.8366667,-8.2247
-399.3033333,-132.9966667,-8.23465
-399.7533333,-133.1566667,-8.2446
-400.2033333,-133.3166667,-8.25455
-400.6533333,-133.4766667,-8.2645
-401.1033333,-133.6366667,-8.27445
-401.5533333,-133.7966667,-8.2844
-402.0033333,-133.9566667,-8.29435
-402.4533333,-134.1166667,-8.3043
-402.9033333,-134.2766667,-8.31425
-403.3533333,-134.4366667,-8.3242
-403.8033333,-134.5966667,-8.33415
-404.2533333,-134.7566667,-8.3441
-404.7033333,-134.9166667,-8.35405
-405.1533333,-135.0766667,-8.364
-405.6033333,-135.2366667,-8.37395
-406.0533333,-135.3966667,-8.3839
-406.5033333,-135.5566667,-8.39385
-406.9533333,-135.7166667,-8.4038
-407.4033333,-135.8766667,-8.41375
-407.8533333,-136.0366667,-8.4237
-408.3033333,-136.1966667,-8.43365
-408.7533333,-136.3566667,-8.4436
-409.2033333,-136.5166667,-8.45355
-409.6533333,-136.6766667,-8.4635
-410.1033333,-136.8366667,-8.47345
-410.5533333,-136.9966667,-8.4834
-411.0033333,-137.1566667,-8.49335
-411.4533333,-137.3166667,-8.5033
-411.9033333,-137.4766667,-8.51325
-412.3533333,-137.6366667,-8.5232
-412.8033333,-137.7966667,-8.53315
-413.2533333,-137.9566667,-8.5431
-413.7033333,-138.1166667,-8.55305
-414.1533333,-138.2766667,-8.563
-414.6033333,-138.4366667,-8.57295
-415.0533333,-138.5966667,-8.5829
-415.5033333,-138.7566667,-8.59285
-415.9533333,-138.9166667,-8.6028
-416.4033333,-139.0766667,-8.61275
-416.8533333,-139.2366667,-8.6227
-417.3033333,-139.3966667,-8.63265
-417.7533333,-139.5566667,-8.6426
-418.2033333,-139.7166667,-8.65255
-418.6533333,-139.8766667,-8.6625
-419.1033333,-140.0366667,-8.67245
-419.5533333,-140.1966667,-8.6824
-420.0033333,-140.3566667,-8.69235
-420.4533333,-140.5166667,-8.7023
-420.9033333,-140.6766667,-8.71225
-421.3533333,-140.8366667,-8.7222
-421.8033333,-140.9966667,-8.73215
-422.2533333,-141.1566667,-8.7421
-422.7033333,-141.3166667,-8.75205
-423.1533333,-141.4766667,-8.762
-423.6033333,-141.6366667,-8.77195
-424.0533333,-141.7966667,-8.7819
-424.5033333,-141.9566667,-8.79185
-424.9533333,-142.1166667,-8.8018
-425.4033333,-142.2766667,-8.81175
-425.8533333,-142.4366667,-8.8217
-426.3033333,-142.5966667,-8.83165
-426.7533333,-142.7566667,-8.8416
-427.2033333,-142.9166667,-8.85155
-427.6533333,-143.0766667,-8.8615
-428.1033333,-143.2366667,-8.87145
-428.5533333,-143.3966667,-8.8814
-429.0033333,-143.5566667,-8.89135
-429.4533333,-143.7166667,-8.9013
-429.9033333,-143.8766667,-8.91125
-430.3533333,-144.0366667,-8.9212
-430.8033333,-144.1966667,-8.93115
-431.2533333,-144.3566667,-8.9411
-431.7033333,-144.5166667,-8.95105
-432.1533333,-144.6766667,-8.961
-432.6033333,-144.8366667,-8.97095
-433.0533333,-144.9966667,-8.9809
-433.5033333,-145.1566667,-8.99085
-433.9533333,-145.3166667,-9.0008
-434.4033333,-145.4766667,-9.01075
-434.8533333,-145.6366667,-9.0207
-435.3033333,-145.7966667,-9.03065
-435.7533333,-145.9566667,-9.0406
-436.2033333,-146.1166667,-9.05055
-436.6533333,-146.2766667,-9.0605
-437.1033333,-146.4366667,-9.07045
-437.5533333,-146.5966667,-9.0804
-438.0033333,-146.7566667,-9.09035
-438.4533333,-146.9166667,-9.1003
-438.9033333,-147.0766667,-9.11025
-439.3533333,-147.2366667,-9.1202
-439.8033333,-147.3966667,-9.13015
-440.2533333,-147.5566667,-9.1401
-440.7033333,-147.7166667,-9.15005
-441.1533333,-147.8766667,-9.16
-441.6033333,-148.0366667,-9.16995
-442.0533333,-148.1966667,-9.1799
-442.5033333,-148.3566667,-9.18985
-442.9533333,-148.5166667,-9.1998
-443.4033333,-148.6766667,-9.20975
-443.8533333,-148.8366667,-9.2197
-444.3033333,-148.9966667,-9.22965
-444.7533333,-149.1566667,-9.2396
-445.2033333,-149.3166667,-9.24955
-445.6533333,-149.4766667,-9.2595
-446.1033333,-149.6366667,-9.26945
-446.5533333,-149.7966667,-9.2794
-447.0033333,-149.9566667,-9.28935
-447.4533333,-150.1166667,-9.2993
-447.9033333,-150.2766667,-9.30925
-448.3533333,-150.4366667,-9.3192
-448.8033333,-150.5966667,-9.32915
-449.2533333,-150.7566667,-9.3391
-449.7033333,-150.9166667,-9.34905
-450.1533333,-151.0766667,-9.359
-450.6033333,-151.2366667,-9.36895
-451.0533333,-151.3966667,-9.3789
-451.5033333,-151.5566667,-9.38885
-451.9533333,-151.7166667,-9.3988
-452.4033333,-151.8766667,-9.40875
-452.8533333,-152.0366667,-9.4187
-453.3033333,-152.1966667,-9.42865
-453.7533333,-152.3566667,-9.4386
-454.2033333,-152.5166667,-9.44855
-454.6533333,-152.6766667,-9.4585
-455.1033333,-152.8366667,-9.46845
-455.5533333,-152.9966667,-9.4784
-456.0033333,-153.1566667,-9.48835
-456.4533333,-153.3166667,-9.4983
-456.9033333,-153.4766667,-9.50825
-457.3533333,-153.6366667,-9.5182
-457.8033333,-153.7966667,-9.52815
-458.2533333,-153.9566667,-9.5381
-458.7033333,-154.1166667,-9.54805
-459.1533333,-154.2766667,-9.558
-459.6033333,-154.4366667,-9.56795
-460.0533333,-154.5966667,-9.5779
-460.5033333,-154.7566667,-9.58785
-460.9533333,-154.9166667,-9.5978
-461.4033333,-155.0766667,-9.60775
-461.8533333,-155.2366667,-9.6177
-462.3033333,-155.3966667,-9.62765
-462.7533333,-155.5566667,-9.6376
-463.2033333,-155.7166667,-9.64755
-463.6533333,-155.8766667,-9.6575
-464.1033333,-156.0366667,-9.66745
-464.5533333,-156.1966667,-9.6774
-465.0033333,-156.3566667,-9.68735
-465.4533333,-156.5166667,-9.6973
-465.9033333,-156.6766667,-9.70725
-466.3533333,-156.8366667,-9.7172
-466.8033333,-156.9966667,-9.72715
-467.2533333,-157.1566667,-9.7371
-467.7033333,-157.3166667,-9.74705
-468.1533333,-157.4766667,-9.757
-468.6033333,-157.6366667,-9.76695
-469.0533333,-157.7966667,-9.7769
-469.5033333,-157.9566667,-9.78685
-469.9533333,-158.1166667,-9.7968
-470.4033333,-158.2766667,-9.80675
-470.8533333,-158.4366667,-9.8167
-471.3033333,-158.5966667,-9.82665
-471.7533333,-158.7566667,-9.8366
-472.2033333,-158.9166667,-9.84655
-472.6533333,-159.0766667,-9.8565
-473.1033333,-159.2366667,-9.86645
-473.5533333,-159.3966667,-9.8764
-474.0033333,-159.5566667,-9.88635
-474.4533333,-159.7166667,-9.8963
-474.9033333,-159.8766667,-9.90625
-475.3533333,-160.0366667,-9.9162
-475.8033333,-160.1966667,-9.92615
-476.2533333,-160.3566667,-9.9361
-476.7033333,-160.5166667,-9.94605
-477.1533333,-160.6766667,-9.956
-477.6033333,-160.8366667,-9.96595
-478.0533333,-160.9966667,-9.9759
-478.5033333,-161.1566667,-9.98585
-478.9533333,-161.3166667,-9.9958
-479.4033333,-161.4766667,-10.00575
-479.8533333,-161.6366667,-10.0157
-480.3033333,-161.7966667,-10.02565
-480.7533333,-161.9566667,-10.0356
-481.2033333,-162.1166667,-10.04555
-481.6533333,-162.2766667,-10.0555
-482.1033333,-162.4366667,-10.06545
-482.5533333,-162.5966667,-10.0754
-483.0033333,-162.7566667,-10.08535
-483.4533333,-162.9166667,-10.0953
-483.9033333,-163.0766667,-10.10525
-484.3533333,-163.2366667,-10.1152
-484.8033333,-163.3966667,-10.12515
-485.2533333,-163.5566667,-10.1351
-485.7033333,-163.7166667,-10.14505
-486.1533333,-163.8766667,-10.155
-486.6033333,-164.0366667,-10.16495
-487.0533333,-164.1966667,-10.1749
-487.5033333,-164.3566667,-10.18485
-487.9533333,-164.5166667,-10.1948
-488.4033333,-164.6766667,-10.20475
-488.8533333,-164.8366667,-10.2147
-489.3033333,-164.9966667,-10.22465
-489.7533333,-165.1566667,-10.2346
-490.2033333,-165.3166667,-10.24455
-490.6533333,-165.4766667,-10.2545
-491.1033333,-165.6366667,-10.26445
-491.5533333,-165.7966667,-10.2744
-492.0033333,-165.9566667,-10.28435
-492.4533333,-166.1166667,-10.2943
-492.9033333,-166.2766667,-10.30425
-493.3533333,-166.4366667,-10.3142
-493.8033333,-166.5966667,-10.32415
-494.2533333,-166.7566667,-10.3341
-494.7033333,-166.9166667,-10.34405
-495.1533333,-167.0766667,-10.354
-495.6033333,-167.2366667,-10.36395
-496.0533333,-167.3966667,-10.3739
-496.5033333,-167.5566667,-10.38385
-496.9533333,-167.7166667,-10.3938
-497.4033333,-167.8766667,-10.40375
-497.8533333,-168.0366667,-10.4137
-498.3033333,-168.1966667,-10.42365
-498.7533333,-168.3566667,-10.4336
-499.2033333,-168.5166667,-10.44355
-499.6533333,-168.6766667,-10.4535
-500.1033333,-168.8366667,-10.46345
-500.5533333,-168.9966667,-10.4734
-501.0033333,-169.1566667,-10.48335
-501.4533333,-169.3166667,-10.4933
-501.9033333,-169.4766667,-10.50325
-502.3533333,-169.6366667,-10.5132
-502.8033333,-169.7966667,-10.52315
-503.2533333,-169.9566667,-10.5331
-503.7033333,-170.1166667,-10.54305
-504.1533333,-170.2766667,-10.553
-504.6033333,-170.4366667,-10.56295
-505.0533333,-170.5966667,-10.5729
-505.5033333,-170.7566667,-10.58285
-505.9533333,-170.9166667,-10.5928
-506.4033333,-171.0766667,-10.60275
-506.8533333,-171.2366667,-10.6127
-507.3033333,-171.3966667,-10.62265
-507.7533333,-171.5566667,-10.6326
-508.2033333,-171.7166667,-10.64255
-508.6533333,-171.8766667,-10.6525
-509.1033333,-172.0366667,-10.66245
-509.5533333,-172.1966667,-10.6724
-510.0033333,-172.3566667,-10.68235
-510.4533333,-172.5166667,-10.6923
-510.9033333,-172.6766667,-10.70225
-511.3533333,-172.8366667,-10.7122
-511.8033333,-172.9966667,-10.72215
-512.2533333,-173.1566667,-10.7321
-512.7033333,-173.3166667,-10.74205
-513.1533333,-173.4766667,-10.752
-513.6033333,-173.6366667,-10.76195
-514.0533333,-173.7966667,-10.7719
-514.5033333,-173.9566667,-10.78185
-514.9533333,-174.1166667,-10.7918
-515.4033333,-174.2766667,-10.80175
-515.8533333,-174.4366667,-10.8117
-516.3033333,-174.5966667,-10.82165
-516.7533333,-174.7566667,-10.8316
-517.2033333,-174.9166667,-10.84155
-517.6533333,-175.0766667,-10.8515
-518.1033333,-175.2366667,-10.86145
-518.5533333,-175.3966667,-10.8714
-519.0033333,-175.5566667,-10.88135
-519.4533333,-175.7166667,-10.8913
-519.9033333,-175.8766667,-10.90125
-520.3533333,-176.0366667,-10.9112
-520.8033333,-176.1966667,-10.92115
-521.2533333,-176.3566667,-10.9311
-521.7033333,-176.5166667,-10.94105
-522.1533333,-176.6766667,-10.951
-522.6033333,-176.8366667,-10.96095
-523.0533333,-176.9966667,-10.9709
-523.5033333,-177.1566667,-10.98085
-523.9533333,-177.3166667,-10.9908
-524.4033333,-177.4766667,-11.00075
-524.8533333,-177.6366667,-11.0107
-525.3033333,-177.7966667,-11.02065
-525.7533333,-177.9566667,-11.0306
